execise,Subject,unit,lesson,Id
multiplying_polynomials,math2,math2-polynomials,math2-mul-polynomials,357437094
divide-polynomials-by-binomials,math2,math2-polynomials,math2-polynomial-div-practice,x9b457fb6
add---subtract-polynomials--find-the-error,math2,math2-polynomials,math2-add-sub-poly-two-var,xd6cada75
add---subtract-polynomials--two-variables-challenge,math2,math2-polynomials,math2-add-sub-poly-two-var,x14a8d276
multiply-binomials-sp,math2,math2-polynomials,math2-mul-binomials,x8061ba4bb68fc08b
add---subtract-polynomials-challenge,math2,math2-polynomials,math2-add-sub-polynomials,x6c311480
polynomials-intro,math2,math2-polynomials,math2-polynomials-intro,x9bd2119b15e55e0e
factoring-perfect-squares,math2,math2-factorization,math2-perfect-squares,xefab7fff
advanced-structure-in-expressions,math2,math2-factorization,math2-factor-special-forms,xfb360bcf
factoring_polynomials_with_two_variables,math2,math2-factorization,math2-factor-polynomials,688778053
factoring-monomials,math2,math2-factorization,math2-factoring-monomials,x4c9501c4
factors-and-divisibility,math2,math2-factorization,math2-factorization-intro,xd03bd6f3
factoring-polynomials,math2,math2-factorization,math2-factor-common-factors,x6509b8bd
factor-quadratics-sp,math2,math2-factorization,math2-factor-quadratics-1,xbef52a08e12a277a
factoring_difference_of_squares_1,math2,math2-factorization,math2-diff-of-squares,541518385
factoring_polynomials_by_grouping_1,math2,math2-factorization,math2-factor-quadratics-2,729514670
factoring_polynomials_2,math2,math2-factorization,math2-factor-polynomials,688726305
remainder-theorem-of-polynomials,math2,math2-factorization,math2-remainder-theorem,xc54cb0f8
greatest-common-factor-of-monomials,math2,math2-factorization,math2-factoring-monomials,x50567cd8617695e0
factoring_polynomials_1,math2,math2-factorization,math2-factor-quadratics-1,541466377
expressions_with_unknown_variables,math2,math2-factorization,math1-evaluating-expressions-with-unknown-variables,23890541
factoring_difference_of_squares_3,math2,math2-factorization,math2-factor-special-forms,725546801
factoring_difference_of_squares_2,math2,math2-factorization,math2-diff-of-squares,541433013
intro-to-factoring-perfect-squares,math2,math2-factorization,math2-perfect-squares,xc1ffb889273eab34
shift-absolute-value-graphs,math2,math2-absolute-value,math2-graphs-of-abs-value,x881a37fff54cf35e
piecewise-graphs-linear,math2,math2-absolute-value,math1-piecewise-functions,x87e1c3c4
graphs-of-absolute-value-functions,math2,math2-absolute-value,math2-graphs-of-abs-value,x663be576
stretch-and-shrink-absolute-value-graphs,math2,math2-absolute-value,math2-graphs-of-abs-value,x1daf9905a902952a
evaluate-step-functions-from-their-graph,math2,math2-absolute-value,math1-piecewise-functions,x2754d2ba
evaluating-piecewise-functions,math2,math2-absolute-value,math1-piecewise-functions,xe76d27ab
applying-right-triangles,math2,math2-right-tri-trig,math2-modeling-with-right-triangles,xf3c439ef
trigonometry_2,math2,math2-right-tri-trig,math2-solve-for-a-side,2032
pythagorean_theorem_2,math2,math2-right-tri-trig,math2-special-right-triangles,3034
pythagorean_theorem_1,math2,math2-right-tri-trig,math2-pyth-theorem,3032
pythagorean-theorem-word-problems,math2,math2-right-tri-trig,math2-pyth-theorem,x24844d0b
trigonometry_1,math2,math2-right-tri-trig,math2-trig-ratios-intro,3036
solve-for-an-angle-in-a-right-triangle,math2,math2-right-tri-trig,math2-solve-for-an-angle,xed12690e
solve-exponential-equations-using-properties-of-exponents--basic-,math2,math2-exponential-growth,math2-exponential-eq,xfefa86e8
modeling-with-exponential-functions,math2,math2-exponential-growth,math2-interpreting-exponential-rate,xe0d3a3c1
equivalent-forms-of-expressions-with-variable-exponents,math2,math2-exponential-growth,math2-equivalent-exponential-exp,xb303d7a0
construct-exponential-models-according-to-rate-of-change,math2,math2-exponential-growth,math2-construct-exponential-models,xe07982ef
interpret-rate-of-change-of-exponential-models-with-manipulation,math2,math2-exponential-growth,math2-exponential-rate-advanced,xd05c0466
rewriting-and-interpreting-exponential-functions,math2,math2-exponential-growth,math2-interpreting-exponential-rate,xab30b081
solve-exponential-equations-using-properties-of-exponents-advanced,math2,math2-exponential-growth,math2-exponential-eq,xacc301f2
interpret-rate-of-change-of-exponential-models-for-a-different-unit,math2,math2-exponential-growth,math2-exponential-rate-advanced,xbcbef82b
rewrite-exponential-expressions,math2,math2-exponential-growth,math2-equivalent-exponential-exp,x18680c45
distinguish-between-linear-and-exponential-growth-from-tables,math2,math2-exponential-growth,math2-linear-vs-exponential,xec056f19
geometric-series--1,math3,math3-series,math3-geo-series,x71fc8537
arithmetic_series,math3,math3-series,math3-arithmetic-series,1383472697
evaluating-basic-sigma-notation,math3,math3-series,math3-sigma-notation,xc09807da
geometric-series,math3,math3-series,math3-geo-series-app,xde582efe
using-logarithms-to-solve-exponential-equations,math3,math3-exp-log,math3-exponential-eq,x61a26e02
logarithms_1,math3,math3-exp-log,math3-logarithms-intro,3021
solve-exponential-equations-using-logarithms-base-2,math3,math3-exp-log,math3-exponential-eq,x4ebbe394
graphs-of-exponentials-and-logarithms,math3,math3-exp-log,math3-log-func-graphs,x03a7bfdf
rewrite-logarithmic-expressions-using-the-change-of-base-rule,math3,math3-exp-log,math3-log-change-of-base,x4cd6f5a9
logarithms_1.5,math3,math3-exp-log,math3-logarithms-intro,1226239193
logarithms_2,math3,math3-exp-log,math3-log-properties,47892376
graphs-of-exponential-functions,math3,math3-exp-log,math3-exponential-func-graphs,x39a1181b
exponential-models-word-problems,math3,math3-exp-log,math3-exponential-models,x1779cb4c
understanding-logs-as-inverse-exponentials,math3,math3-exp-log,math3-logarithms-intro,x105cd592
evaluate-logarithms-using-the-change-of-base-rule,math3,math3-exp-log,math3-log-change-of-base,xc5a6e533
midline-of-trig-functions,math3,math2-trig-func,math3-amplitude-midline-intro,xf81f8ab1
law_of_cosines,math3,math2-trig-func,math3-law-of-cosines,1080800905
find-amplitude-of-a-sinusoid-from-formula,math3,math2-trig-func,math3-amplitude-midline-from-formula,x084e3699
graphs_of_sine_and_cosine,math3,math2-trig-func,math3-graphing-sinusoids,2033
find-period-of-a-sinusoid-from-formula,math3,math2-trig-func,math3-period-of-sinusoids,x338201fa
law_of_sines,math3,math2-trig-func,math3-law-of-sines,1080931108
modeling-with-periodic-functions,math3,math2-trig-func,math3-constructing-sinusoids,xff908667
degrees_to_radians,math3,math2-trig-func,math3-radians-intro,47770341
period-of-trig-functions,math3,math2-trig-func,math3-period-of-sinusoids,xf50cfdf0
circles-and-pythagorean-identities,math3,math2-trig-func,math3-pythagorean-identity,x2273f45c
trigonometric-functions-of-special-angles,math3,math2-trig-func,math3-trig-special-angles,xe16185e8
construct-sinusoidal-functions,math3,math2-trig-func,math3-constructing-sinusoids,x20362636
find-midline-of-a-sinusoid-from-formula,math3,math2-trig-func,math3-amplitude-midline-from-formula,xdc2507a1
law-of-sines-and-cosines-word-problems,math3,math2-trig-func,math3-solving-general-triangles,x2f077f1e
amplitude-of-trig-functions,math3,math2-trig-func,math3-amplitude-midline-intro,xd22bf729
empirical_rule,math3,math3-normal-dist,math3-normal-dist-tut,568741839
using-zeros-to-graph-polynomials,math3,math3-polynomials,math3-polynomials-zeros-and-graphs,xe4467456
even_and_odd_functions,math3,math3-polynomials,math3-func-symmetry,3803992
determine-if-a-polynomial-is-even-or-odd,math3,math3-polynomials,math3-polynomial-symmetry,x7f1f53a9
determine-the-end-behavior-of-polynomials,math3,math3-polynomials,math3-polynomial-end-behavior,x3d3a144f
find-the-zeros-of-polynomials,math3,math3-polynomials,math3-polynomials-zeros,x46d18401
positive-and-negative-intervals-of-polynomials,math3,math3-polynomials,math3-polynomials-zeros-and-graphs,x73b5acb4
equivalent-forms-of-expressions-with-complex-numbers,math3,math3-polynomials,math3-complex-identities,xea1a0b37
quadratic-formula-with-complex-solutions,math3,math3-polynomials,math3-complex-quadratic-eq,xb0219e75
polynomial-identities,math3,math3-polynomials,math3-polynomial-identities,x5f2c72c1
binomial-theorem,math3,math3-polynomials,math3-binomial-theorem,xa4ecc757
zeros-of-polynomials-challenge-problems,math3,math3-polynomials,math3-polynomials-zeros,x93241c1885d38d38
comparing-features-of-functions-2,math3,math3-eq-functions,math3-comparing-func-features,xcba1184a
intersecting-functions,math3,math3-eq-functions,math3-solving-eq-by-graphing,xed2b9df4
interpret-the-periodicity-of-modeling-functions,math3,math3-eq-functions,math3-periodicity-of-models,x3f8291ef
recog-features-func-2,math3,math3-eq-functions,math3-end-behavior-of-models,x703fd465
systems-of-nonlinear-equations,math3,math3-eq-functions,math3-solving-eq-by-graphing,xf7d9445d
making-inferences-from-random-samples,math3,math3-study-design,math3-surveys,xce4b7dd8
valid-claims,math3,math3-study-design,math3-surveys,x18a99f47
types-of-statistical-studies,math3,math3-study-design,math3-observations-experiments,x0d9ef673
extraneous-solutions-to-radical-equations,math3,math3-radical-eq-func,math3-extraneous-solutions,xb411e476
solve-square-root-equations-advanced,math3,math3-radical-eq-func,math3-square-root-eq,x163d3688
graphs-of-radical-functions,math3,math3-radical-eq-func,math3-radical-func-graphs,x3528cdfc
solve-square-root-equations-basic,math3,math3-radical-eq-func,math3-square-root-eq,x17b0b7bd
algebraically-finding-inverses,math3,math3-manipulating-func,math3-finding-inverse-func,xe32ec79b
evaluate-composite-functions-from-graphs-and-tables,math3,math3-manipulating-func,math3-composing-func,xffeb1695
shift-functions,math3,math3-manipulating-func,math3-shifting-func,x458b6ebf
inverse-domain-range,math3,math3-manipulating-func,math3-invertible-func,xb3139fdc
restrict-the-domains-of-functions,math3,math3-manipulating-func,math3-invertible-func,x5e9d0f72
combining-functions-with-arithmetic-operations,math3,math3-manipulating-func,math3-combining-composing-models,x551d5a1f
understanding-inverse-functions,math3,math3-manipulating-func,math3-inverse-func-intro,x73bb9f74
modeling-with-composite-functions,math3,math3-manipulating-func,math3-combining-composing-models,xf78e711f
compose-functions,math3,math3-manipulating-func,math3-composing-func,x23127332
inverses_of_functions,math3,math3-manipulating-func,math3-verifying-inverses,4089220
shifting_and_reflecting_functions,math3,math3-manipulating-func,math3-stretching-func,3813824
evaluate-composite-functions-from-formulas,math3,math3-manipulating-func,math3-composing-func,x9dd681f5
adding_and_subtracting_rational_expressions,math3,math3-rational-exp-eq-func,math3-add-sub-rational-exp,xd387e694
nested-fractions,math3,math3-rational-exp-eq-func,math3-nested-fractions,x6e7e7490
adding_and_subtracting_rational_expressions_3,math3,math3-rational-exp-eq-func,math3-add-sub-rational-exp,xc29f759e
linear_equations_4,math3,math3-rational-exp-eq-func,math3-rational-eq,3013
analyzing-structure-with-rational-expressions,math3,math3-rational-exp-eq-func,math3-rational-func-models,x0981eaf0a3f36d94
graphs-of-rational-functions,math3,math3-rational-exp-eq-func,math3-rational-func-graphs,x0cf0a67f
adding_and_subtracting_rational_expressions_2,math3,math3-rational-exp-eq-func,math3-add-sub-rational-exp,x943cdb91
simplifying_rational_expressions_1,math3,math3-rational-exp-eq-func,math3-simplify-rational-exp,1383549742
direct_and_inverse_variation,math3,math3-rational-exp-eq-func,math3-direct-inverse-variation,23890555
end-behavior-of-rational-functions,math3,math3-rational-exp-eq-func,math3-rational-func-end-behavior,x03382f50
least_common_multiple,math3,math3-rational-exp-eq-func,math3-add-sub-rational-exp,2019
simplifying_rational_expressions_3,math3,math3-rational-exp-eq-func,math3-simplify-rational-exp,1439634833
multiplying_and_dividing_rational_expressions_3,math3,math3-rational-exp-eq-func,math3-mul-div-rational-exp,x1988fae7
adding_and_subtracting_rational_expressions_5,math3,math3-rational-exp-eq-func,math3-add-sub-rational-exp,x3c375143
multiplying_and_dividing_rational_expressions_2,math3,math3-rational-exp-eq-func,math3-mul-div-rational-exp,x47b9a454
multiplying_and_dividing_rational_expressions_1,math3,math3-rational-exp-eq-func,math3-mul-div-rational-exp,xab9b59a7
points-of-discontinuity-of-rational-functions,math3,math3-rational-exp-eq-func,math3-rational-func-discontinuities,x11b9ba93
analyze-vertical-asymptotes-of-rational-functions,math3,math3-rational-exp-eq-func,math3-rational-func-discontinuities,xa81bf086
solving_rational_equations_2,math3,math3-rational-exp-eq-func,math3-rational-eq,x225e3ab6
rational-equations-3,math3,math3-rational-exp-eq-func,math3-rational-eq,x188ce910
simplifying_rational_expressions_2,math3,math3-rational-exp-eq-func,math3-simplify-rational-exp,1439997121
geometric_sequences_2,algebra,sequences,introduction-to-geometric-sequences,1383464822
extend-geometric-sequences-negatives-fractions,algebra,sequences,introduction-to-geometric-sequences,x8af56baf4a0cdf5a
explicit-formulas-for-arithmetic-sequences,algebra,sequences,constructing-arithmetic-sequences,xcc6cb393
recursive_explicit,algebra,sequences,modeling-with-sequences,x9eaf696f
recursive-formulas-for-arithmetic-sequences,algebra,sequences,constructing-arithmetic-sequences,x1a16d98e
arithmetic_sequences_2,algebra,sequences,introduction-to-arithmetic-squences,1383308880
explicit-and-recursive-formulas-of-geometric-sequences,algebra,sequences,constructing-geometric-sequences,x7e493f89
evaluating-sequences-in-recursive-form,algebra,sequences,general-sequences,x5fc169b5
explicit-and-recursive-formulas-of-arithmetic-sequences,algebra,sequences,constructing-arithmetic-sequences,x24b7de33
geometric_sequences_1,algebra,sequences,introduction-to-geometric-sequences,1383425796
recursive-formulas-for-geometric-sequences,algebra,sequences,constructing-geometric-sequences,x426bd96c
sequences-as-functions,algebra,sequences,constructing-geometric-sequences,x65c67654
arithmetic_sequences_1,algebra,sequences,introduction-to-arithmetic-squences,1383501473
graphing_parabolas_2,algebra,quadratics,features-of-quadratic-functions,617787563
